release_id,phase_name,round_number,collected_at,metric_key,metric_name,value,threshold,unit,is_breach,snapshot_has_breach
5ca269254ca7,非核心园区-室外区域,1,2026-06-20T10:43:46.941314,entry_failure_rate,入园失败率,0.34,5.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,1,2026-06-20T10:43:46.941314,dock_conflict_rate,月台冲突率,1.42,3.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,1,2026-06-20T10:43:46.941314,device_offline_rate,设备离线率,1.47,2.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,2,2026-06-20T10:43:48.942726,entry_failure_rate,入园失败率,1.45,5.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,2,2026-06-20T10:43:48.942726,dock_conflict_rate,月台冲突率,1.7,3.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,2,2026-06-20T10:43:48.942726,device_offline_rate,设备离线率,0.59,2.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,3,2026-06-20T10:43:50.943905,entry_failure_rate,入园失败率,1.16,5.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,3,2026-06-20T10:43:50.943905,dock_conflict_rate,月台冲突率,1.4,3.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,3,2026-06-20T10:43:50.943905,device_offline_rate,设备离线率,0.77,2.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,4,2026-06-20T10:43:52.944708,entry_failure_rate,入园失败率,0.34,5.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,4,2026-06-20T10:43:52.944708,dock_conflict_rate,月台冲突率,1.8,3.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,4,2026-06-20T10:43:52.944708,device_offline_rate,设备离线率,0.22,2.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,5,2026-06-20T10:43:54.945475,entry_failure_rate,入园失败率,1.96,5.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,5,2026-06-20T10:43:54.945475,dock_conflict_rate,月台冲突率,2.18,3.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,5,2026-06-20T10:43:54.945475,device_offline_rate,设备离线率,1.69,2.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,6,2026-06-20T10:43:56.947291,entry_failure_rate,入园失败率,1.9,5.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,6,2026-06-20T10:43:56.947291,dock_conflict_rate,月台冲突率,1.56,3.0,percent,False,False
5ca269254ca7,非核心园区-室外区域,6,2026-06-20T10:43:56.947291,device_offline_rate,设备离线率,0.22,2.0,percent,False,False
5ca269254ca7,非核心园区-全区域,1,2026-06-20T10:43:56.955723,entry_failure_rate,入园失败率,0.75,5.0,percent,False,False
5ca269254ca7,非核心园区-全区域,1,2026-06-20T10:43:56.955723,dock_conflict_rate,月台冲突率,1.75,3.0,percent,False,False
5ca269254ca7,非核心园区-全区域,1,2026-06-20T10:43:56.955723,device_offline_rate,设备离线率,1.52,2.0,percent,False,False
5ca269254ca7,非核心园区-全区域,2,2026-06-20T10:43:58.957011,entry_failure_rate,入园失败率,3.28,5.0,percent,False,False
5ca269254ca7,非核心园区-全区域,2,2026-06-20T10:43:58.957011,dock_conflict_rate,月台冲突率,2.22,3.0,percent,False,False
5ca269254ca7,非核心园区-全区域,2,2026-06-20T10:43:58.957011,device_offline_rate,设备离线率,1.13,2.0,percent,False,False
5ca269254ca7,非核心园区-全区域,3,2026-06-20T10:44:00.958533,entry_failure_rate,入园失败率,3.82,5.0,percent,False,False
5ca269254ca7,非核心园区-全区域,3,2026-06-20T10:44:00.958533,dock_conflict_rate,月台冲突率,2.28,3.0,percent,False,False
5ca269254ca7,非核心园区-全区域,3,2026-06-20T10:44:00.958533,device_offline_rate,设备离线率,0.37,2.0,percent,False,False
5ca269254ca7,非核心园区-全区域,4,2026-06-20T10:44:02.961547,entry_failure_rate,入园失败率,4.09,5.0,percent,False,False
5ca269254ca7,非核心园区-全区域,4,2026-06-20T10:44:02.961547,dock_conflict_rate,月台冲突率,2.02,3.0,percent,False,False
5ca269254ca7,非核心园区-全区域,4,2026-06-20T10:44:02.961547,device_offline_rate,设备离线率,0.57,2.0,percent,False,False
5ca269254ca7,非核心园区-全区域,5,2026-06-20T10:44:04.962745,entry_failure_rate,入园失败率,3.78,5.0,percent,False,False
5ca269254ca7,非核心园区-全区域,5,2026-06-20T10:44:04.962745,dock_conflict_rate,月台冲突率,2.22,3.0,percent,False,False
5ca269254ca7,非核心园区-全区域,5,2026-06-20T10:44:04.962745,device_offline_rate,设备离线率,0.17,2.0,percent,False,False
5ca269254ca7,非核心园区-全区域,6,2026-06-20T10:44:06.964480,entry_failure_rate,入园失败率,3.25,5.0,percent,False,False
5ca269254ca7,非核心园区-全区域,6,2026-06-20T10:44:06.964480,dock_conflict_rate,月台冲突率,0.36,3.0,percent,False,False
5ca269254ca7,非核心园区-全区域,6,2026-06-20T10:44:06.964480,device_offline_rate,设备离线率,0.92,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,1,2026-06-20T10:44:06.972448,entry_failure_rate,入园失败率,2.21,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,1,2026-06-20T10:44:06.972448,dock_conflict_rate,月台冲突率,0.56,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,1,2026-06-20T10:44:06.972448,device_offline_rate,设备离线率,0.22,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,2,2026-06-20T10:44:08.974343,entry_failure_rate,入园失败率,1.66,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,2,2026-06-20T10:44:08.974343,dock_conflict_rate,月台冲突率,1.71,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,2,2026-06-20T10:44:08.974343,device_offline_rate,设备离线率,0.13,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,3,2026-06-20T10:44:10.976511,entry_failure_rate,入园失败率,3.98,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,3,2026-06-20T10:44:10.976511,dock_conflict_rate,月台冲突率,1.85,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,3,2026-06-20T10:44:10.976511,device_offline_rate,设备离线率,0.21,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,4,2026-06-20T10:44:12.978307,entry_failure_rate,入园失败率,4.26,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,4,2026-06-20T10:44:12.978307,dock_conflict_rate,月台冲突率,0.38,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,4,2026-06-20T10:44:12.978307,device_offline_rate,设备离线率,1.27,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,5,2026-06-20T10:44:14.980147,entry_failure_rate,入园失败率,2.73,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,5,2026-06-20T10:44:14.980147,dock_conflict_rate,月台冲突率,1.95,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,5,2026-06-20T10:44:14.980147,device_offline_rate,设备离线率,0.51,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,6,2026-06-20T10:44:16.982426,entry_failure_rate,入园失败率,2.3,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,6,2026-06-20T10:44:16.982426,dock_conflict_rate,月台冲突率,1.34,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-室外区域,6,2026-06-20T10:44:16.982426,device_offline_rate,设备离线率,0.55,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,1,2026-06-20T10:44:16.988450,entry_failure_rate,入园失败率,3.07,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,1,2026-06-20T10:44:16.988450,dock_conflict_rate,月台冲突率,1.1,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,1,2026-06-20T10:44:16.988450,device_offline_rate,设备离线率,0.58,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,2,2026-06-20T10:44:18.989204,entry_failure_rate,入园失败率,3.06,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,2,2026-06-20T10:44:18.989204,dock_conflict_rate,月台冲突率,1.18,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,2,2026-06-20T10:44:18.989204,device_offline_rate,设备离线率,1.35,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,3,2026-06-20T10:44:20.990945,entry_failure_rate,入园失败率,1.1,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,3,2026-06-20T10:44:20.990945,dock_conflict_rate,月台冲突率,2.21,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,3,2026-06-20T10:44:20.990945,device_offline_rate,设备离线率,1.65,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,4,2026-06-20T10:44:22.992721,entry_failure_rate,入园失败率,3.26,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,4,2026-06-20T10:44:22.992721,dock_conflict_rate,月台冲突率,0.95,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,4,2026-06-20T10:44:22.992721,device_offline_rate,设备离线率,0.89,2.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,5,2026-06-20T10:44:24.995321,entry_failure_rate,入园失败率,3.38,5.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,5,2026-06-20T10:44:24.995321,dock_conflict_rate,月台冲突率,1.82,3.0,percent,False,False
5ca269254ca7,核心枢纽园区-全区域,5,2026-06-20T10:44:24.995321,device_offline_rate,设备离线率,1.47,2.0,percent,False,False
