release_id,phase_name,round_number,collected_at,metric_key,metric_name,value,threshold,unit,is_breach,snapshot_has_breach
8ad010059695,非核心园区-室外区域,1,2026-06-20T14:33:29.534733,entry_failure_rate,入园失败率,1.67,5.0,percent,False,False
8ad010059695,非核心园区-室外区域,1,2026-06-20T14:33:29.534733,dock_conflict_rate,月台冲突率,1.85,3.0,percent,False,False
8ad010059695,非核心园区-室外区域,1,2026-06-20T14:33:29.534733,device_offline_rate,设备离线率,0.28,2.0,percent,False,False
8ad010059695,非核心园区-室外区域,2,2026-06-20T14:33:31.536354,entry_failure_rate,入园失败率,3.08,5.0,percent,False,False
8ad010059695,非核心园区-室外区域,2,2026-06-20T14:33:31.536354,dock_conflict_rate,月台冲突率,0.24,3.0,percent,False,False
8ad010059695,非核心园区-室外区域,2,2026-06-20T14:33:31.536354,device_offline_rate,设备离线率,1.72,2.0,percent,False,False
8ad010059695,非核心园区-室外区域,3,2026-06-20T14:33:33.539158,entry_failure_rate,入园失败率,4.1,5.0,percent,False,False
8ad010059695,非核心园区-室外区域,3,2026-06-20T14:33:33.539158,dock_conflict_rate,月台冲突率,2.2,3.0,percent,False,False
8ad010059695,非核心园区-室外区域,3,2026-06-20T14:33:33.539158,device_offline_rate,设备离线率,1.7,2.0,percent,False,False
8ad010059695,非核心园区-室外区域,4,2026-06-20T14:33:35.540911,entry_failure_rate,入园失败率,1.61,5.0,percent,False,False
8ad010059695,非核心园区-室外区域,4,2026-06-20T14:33:35.540911,dock_conflict_rate,月台冲突率,2.04,3.0,percent,False,False
8ad010059695,非核心园区-室外区域,4,2026-06-20T14:33:35.540911,device_offline_rate,设备离线率,1.46,2.0,percent,False,False
8ad010059695,非核心园区-室外区域,5,2026-06-20T14:33:37.543481,entry_failure_rate,入园失败率,0.51,5.0,percent,False,False
8ad010059695,非核心园区-室外区域,5,2026-06-20T14:33:37.543481,dock_conflict_rate,月台冲突率,2.26,3.0,percent,False,False
8ad010059695,非核心园区-室外区域,5,2026-06-20T14:33:37.543481,device_offline_rate,设备离线率,1.79,2.0,percent,False,False
8ad010059695,非核心园区-室外区域,6,2026-06-20T14:33:39.545539,entry_failure_rate,入园失败率,2.61,5.0,percent,False,False
8ad010059695,非核心园区-室外区域,6,2026-06-20T14:33:39.545539,dock_conflict_rate,月台冲突率,1.31,3.0,percent,False,False
8ad010059695,非核心园区-室外区域,6,2026-06-20T14:33:39.545539,device_offline_rate,设备离线率,1.17,2.0,percent,False,False
8ad010059695,非核心园区-全区域,1,2026-06-20T14:33:39.548007,entry_failure_rate,入园失败率,3.51,5.0,percent,False,False
8ad010059695,非核心园区-全区域,1,2026-06-20T14:33:39.548007,dock_conflict_rate,月台冲突率,0.12,3.0,percent,False,False
8ad010059695,非核心园区-全区域,1,2026-06-20T14:33:39.548007,device_offline_rate,设备离线率,0.29,2.0,percent,False,False
8ad010059695,非核心园区-全区域,2,2026-06-20T14:33:41.549894,entry_failure_rate,入园失败率,3.08,5.0,percent,False,False
8ad010059695,非核心园区-全区域,2,2026-06-20T14:33:41.549894,dock_conflict_rate,月台冲突率,0.7,3.0,percent,False,False
8ad010059695,非核心园区-全区域,2,2026-06-20T14:33:41.549894,device_offline_rate,设备离线率,0.48,2.0,percent,False,False
8ad010059695,非核心园区-全区域,3,2026-06-20T14:33:43.552185,entry_failure_rate,入园失败率,1.29,5.0,percent,False,False
8ad010059695,非核心园区-全区域,3,2026-06-20T14:33:43.552185,dock_conflict_rate,月台冲突率,0.8,3.0,percent,False,False
8ad010059695,非核心园区-全区域,3,2026-06-20T14:33:43.552185,device_offline_rate,设备离线率,1.16,2.0,percent,False,False
8ad010059695,非核心园区-全区域,4,2026-06-20T14:33:45.553897,entry_failure_rate,入园失败率,2.13,5.0,percent,False,False
8ad010059695,非核心园区-全区域,4,2026-06-20T14:33:45.553897,dock_conflict_rate,月台冲突率,0.77,3.0,percent,False,False
8ad010059695,非核心园区-全区域,4,2026-06-20T14:33:45.553897,device_offline_rate,设备离线率,0.16,2.0,percent,False,False
8ad010059695,非核心园区-全区域,5,2026-06-20T14:33:47.555293,entry_failure_rate,入园失败率,4.36,5.0,percent,False,False
8ad010059695,非核心园区-全区域,5,2026-06-20T14:33:47.555293,dock_conflict_rate,月台冲突率,0.83,3.0,percent,False,False
8ad010059695,非核心园区-全区域,5,2026-06-20T14:33:47.555293,device_offline_rate,设备离线率,1.49,2.0,percent,False,False
8ad010059695,非核心园区-全区域,6,2026-06-20T14:33:49.557234,entry_failure_rate,入园失败率,3.9,5.0,percent,False,False
8ad010059695,非核心园区-全区域,6,2026-06-20T14:33:49.557234,dock_conflict_rate,月台冲突率,0.12,3.0,percent,False,False
8ad010059695,非核心园区-全区域,6,2026-06-20T14:33:49.557234,device_offline_rate,设备离线率,1.28,2.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,1,2026-06-20T14:33:49.558132,entry_failure_rate,入园失败率,0.4,5.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,1,2026-06-20T14:33:49.558132,dock_conflict_rate,月台冲突率,0.82,3.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,1,2026-06-20T14:33:49.558132,device_offline_rate,设备离线率,1.47,2.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,2,2026-06-20T14:33:51.558798,entry_failure_rate,入园失败率,2.07,5.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,2,2026-06-20T14:33:51.558798,dock_conflict_rate,月台冲突率,1.62,3.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,2,2026-06-20T14:33:51.558798,device_offline_rate,设备离线率,1.5,2.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,3,2026-06-20T14:33:53.560861,entry_failure_rate,入园失败率,1.3,5.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,3,2026-06-20T14:33:53.560861,dock_conflict_rate,月台冲突率,0.91,3.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,3,2026-06-20T14:33:53.560861,device_offline_rate,设备离线率,0.99,2.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,4,2026-06-20T14:33:55.563250,entry_failure_rate,入园失败率,0.37,5.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,4,2026-06-20T14:33:55.563250,dock_conflict_rate,月台冲突率,0.62,3.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,4,2026-06-20T14:33:55.563250,device_offline_rate,设备离线率,1.37,2.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,5,2026-06-20T14:33:57.565224,entry_failure_rate,入园失败率,3.94,5.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,5,2026-06-20T14:33:57.565224,dock_conflict_rate,月台冲突率,1.17,3.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,5,2026-06-20T14:33:57.565224,device_offline_rate,设备离线率,1.41,2.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,6,2026-06-20T14:33:59.567267,entry_failure_rate,入园失败率,0.21,5.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,6,2026-06-20T14:33:59.567267,dock_conflict_rate,月台冲突率,0.9,3.0,percent,False,False
8ad010059695,核心枢纽园区-室外区域,6,2026-06-20T14:33:59.567267,device_offline_rate,设备离线率,0.84,2.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,1,2026-06-20T14:33:59.568772,entry_failure_rate,入园失败率,3.4,5.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,1,2026-06-20T14:33:59.568772,dock_conflict_rate,月台冲突率,0.93,3.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,1,2026-06-20T14:33:59.568772,device_offline_rate,设备离线率,1.0,2.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,2,2026-06-20T14:34:01.570902,entry_failure_rate,入园失败率,1.55,5.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,2,2026-06-20T14:34:01.570902,dock_conflict_rate,月台冲突率,1.56,3.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,2,2026-06-20T14:34:01.570902,device_offline_rate,设备离线率,0.67,2.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,3,2026-06-20T14:34:03.572590,entry_failure_rate,入园失败率,2.52,5.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,3,2026-06-20T14:34:03.572590,dock_conflict_rate,月台冲突率,2.36,3.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,3,2026-06-20T14:34:03.572590,device_offline_rate,设备离线率,0.8,2.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,4,2026-06-20T14:34:05.574132,entry_failure_rate,入园失败率,3.02,5.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,4,2026-06-20T14:34:05.574132,dock_conflict_rate,月台冲突率,0.91,3.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,4,2026-06-20T14:34:05.574132,device_offline_rate,设备离线率,0.69,2.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,5,2026-06-20T14:34:07.575576,entry_failure_rate,入园失败率,0.22,5.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,5,2026-06-20T14:34:07.575576,dock_conflict_rate,月台冲突率,1.99,3.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,5,2026-06-20T14:34:07.575576,device_offline_rate,设备离线率,1.16,2.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,6,2026-06-20T14:34:09.577888,entry_failure_rate,入园失败率,4.25,5.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,6,2026-06-20T14:34:09.577888,dock_conflict_rate,月台冲突率,0.85,3.0,percent,False,False
8ad010059695,核心枢纽园区-全区域,6,2026-06-20T14:34:09.577888,device_offline_rate,设备离线率,1.72,2.0,percent,False,False
8ad010059695,全量发布,1,2026-06-20T14:34:09.578828,entry_failure_rate,入园失败率,0.82,5.0,percent,False,False
8ad010059695,全量发布,1,2026-06-20T14:34:09.578828,dock_conflict_rate,月台冲突率,1.1,3.0,percent,False,False
8ad010059695,全量发布,1,2026-06-20T14:34:09.578828,device_offline_rate,设备离线率,1.51,2.0,percent,False,False
8ad010059695,全量发布,2,2026-06-20T14:34:11.579505,entry_failure_rate,入园失败率,4.0,5.0,percent,False,False
8ad010059695,全量发布,2,2026-06-20T14:34:11.579505,dock_conflict_rate,月台冲突率,0.21,3.0,percent,False,False
8ad010059695,全量发布,2,2026-06-20T14:34:11.579505,device_offline_rate,设备离线率,0.81,2.0,percent,False,False
8ad010059695,全量发布,3,2026-06-20T14:34:13.580940,entry_failure_rate,入园失败率,1.37,5.0,percent,False,False
8ad010059695,全量发布,3,2026-06-20T14:34:13.580940,dock_conflict_rate,月台冲突率,1.87,3.0,percent,False,False
8ad010059695,全量发布,3,2026-06-20T14:34:13.580940,device_offline_rate,设备离线率,1.06,2.0,percent,False,False
8ad010059695,全量发布,4,2026-06-20T14:34:15.583577,entry_failure_rate,入园失败率,3.05,5.0,percent,False,False
8ad010059695,全量发布,4,2026-06-20T14:34:15.583577,dock_conflict_rate,月台冲突率,0.62,3.0,percent,False,False
8ad010059695,全量发布,4,2026-06-20T14:34:15.583577,device_offline_rate,设备离线率,1.03,2.0,percent,False,False
8ad010059695,全量发布,5,2026-06-20T14:34:17.585725,entry_failure_rate,入园失败率,0.39,5.0,percent,False,False
8ad010059695,全量发布,5,2026-06-20T14:34:17.585725,dock_conflict_rate,月台冲突率,1.41,3.0,percent,False,False
8ad010059695,全量发布,5,2026-06-20T14:34:17.585725,device_offline_rate,设备离线率,1.1,2.0,percent,False,False
8ad010059695,全量发布,6,2026-06-20T14:34:19.588240,entry_failure_rate,入园失败率,2.04,5.0,percent,False,False
8ad010059695,全量发布,6,2026-06-20T14:34:19.588240,dock_conflict_rate,月台冲突率,1.21,3.0,percent,False,False
8ad010059695,全量发布,6,2026-06-20T14:34:19.588240,device_offline_rate,设备离线率,0.41,2.0,percent,False,False
8ad010059695,全量发布,7,2026-06-20T14:34:21.590097,entry_failure_rate,入园失败率,4.47,5.0,percent,False,False
8ad010059695,全量发布,7,2026-06-20T14:34:21.590097,dock_conflict_rate,月台冲突率,0.36,3.0,percent,False,False
8ad010059695,全量发布,7,2026-06-20T14:34:21.590097,device_offline_rate,设备离线率,1.69,2.0,percent,False,False
8ad010059695,全量发布,8,2026-06-20T14:34:23.591681,entry_failure_rate,入园失败率,4.07,5.0,percent,False,False
8ad010059695,全量发布,8,2026-06-20T14:34:23.591681,dock_conflict_rate,月台冲突率,1.97,3.0,percent,False,False
8ad010059695,全量发布,8,2026-06-20T14:34:23.591681,device_offline_rate,设备离线率,1.68,2.0,percent,False,False
8ad010059695,全量发布,9,2026-06-20T14:34:25.594134,entry_failure_rate,入园失败率,2.93,5.0,percent,False,False
8ad010059695,全量发布,9,2026-06-20T14:34:25.594134,dock_conflict_rate,月台冲突率,2.4,3.0,percent,False,False
8ad010059695,全量发布,9,2026-06-20T14:34:25.594134,device_offline_rate,设备离线率,0.95,2.0,percent,False,False
8ad010059695,全量发布,10,2026-06-20T14:34:27.596752,entry_failure_rate,入园失败率,2.43,5.0,percent,False,False
8ad010059695,全量发布,10,2026-06-20T14:34:27.596752,dock_conflict_rate,月台冲突率,1.58,3.0,percent,False,False
8ad010059695,全量发布,10,2026-06-20T14:34:27.596752,device_offline_rate,设备离线率,1.61,2.0,percent,False,False
8ad010059695,全量发布,11,2026-06-20T14:34:29.599951,entry_failure_rate,入园失败率,2.79,5.0,percent,False,False
8ad010059695,全量发布,11,2026-06-20T14:34:29.599951,dock_conflict_rate,月台冲突率,1.1,3.0,percent,False,False
8ad010059695,全量发布,11,2026-06-20T14:34:29.599951,device_offline_rate,设备离线率,1.4,2.0,percent,False,False
8ad010059695,全量发布,12,2026-06-20T14:34:31.602335,entry_failure_rate,入园失败率,1.79,5.0,percent,False,False
8ad010059695,全量发布,12,2026-06-20T14:34:31.602335,dock_conflict_rate,月台冲突率,0.38,3.0,percent,False,False
8ad010059695,全量发布,12,2026-06-20T14:34:31.602335,device_offline_rate,设备离线率,1.05,2.0,percent,False,False
