release_id,phase_name,round_number,collected_at,metric_key,metric_name,value,threshold,unit,is_breach,snapshot_has_breach
f93dfe403e0a,非核心园区-室外区域,1,2026-06-20T14:34:31.690743,entry_failure_rate,入园失败率,1.13,5.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,1,2026-06-20T14:34:31.690743,dock_conflict_rate,月台冲突率,0.97,3.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,1,2026-06-20T14:34:31.690743,device_offline_rate,设备离线率,1.49,2.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,2,2026-06-20T14:34:33.692286,entry_failure_rate,入园失败率,2.13,5.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,2,2026-06-20T14:34:33.692286,dock_conflict_rate,月台冲突率,1.01,3.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,2,2026-06-20T14:34:33.692286,device_offline_rate,设备离线率,1.21,2.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,3,2026-06-20T14:34:35.694133,entry_failure_rate,入园失败率,0.98,5.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,3,2026-06-20T14:34:35.694133,dock_conflict_rate,月台冲突率,0.21,3.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,3,2026-06-20T14:34:35.694133,device_offline_rate,设备离线率,1.48,2.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,4,2026-06-20T14:34:37.695945,entry_failure_rate,入园失败率,4.32,5.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,4,2026-06-20T14:34:37.695945,dock_conflict_rate,月台冲突率,2.44,3.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,4,2026-06-20T14:34:37.695945,device_offline_rate,设备离线率,1.31,2.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,5,2026-06-20T14:34:39.697061,entry_failure_rate,入园失败率,1.1,5.0,percent,False,False
f93dfe403e0a,非核心园区-室外区域,5,2026-06-20T14:34:39.697061,dock_conflict_rate,月台冲突率,2.12,3.0,percent,False,False
